pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,gaia_dist,st_teff,st_mass,st_rad,pl_eqt,pl_masse,pl_rade,pl_ratdor,pl_disc,pl_telescope,pl_pelink,pl_edelink,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age
K2-146,K2-146 b,Transit,2,2.64460000,79.48,3385.00,0.33,0.33,,5.77000,2.050,,2018,0.95 m Kepler Telescope,,,M3.0 V,,,13.1000,,,5.000
K2-147,K2-147 b,Transit,1,0.96191700,90.79,3672.00,0.58,0.55,,,1.380,8.800000,2018,0.95 m Kepler Telescope,,,,4.72,-1.292,,0.190,[Fe/H],
K2-148,K2-148 d,Transit,3,9.75790000,124.90,4079.00,0.65,0.63,,,1.640,36.300000,2018,0.95 m Kepler Telescope,,,,4.65,-0.996,,-0.110,[Fe/H],
K2-148,K2-148 b,Transit,3,4.38395000,124.90,4079.00,0.65,0.63,,,1.330,16.700000,2018,0.95 m Kepler Telescope,,,,4.65,-0.996,,-0.110,[Fe/H],
K2-148,K2-148 c,Transit,3,6.92260000,124.90,4079.00,0.65,0.63,,,1.730,27.300000,2018,0.95 m Kepler Telescope,,,,4.65,-0.996,,-0.110,[Fe/H],
K2-149,K2-149 b,Transit,1,11.33200000,124.12,3745.00,0.59,0.57,,,1.640,34.300000,2018,0.95 m Kepler Telescope,,,M1.0 V,4.71,-1.310,,0.110,[Fe/H],
K2-15,K2-15 b,Transit,1,11.81040000,501.03,5131.00,0.72,0.68,676,,2.480,28.840000,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-15_b/,,G8,,,,-0.460,[Fe/H],
K2-150,K2-150 b,Transit,1,10.59357000,102.78,3499.00,0.46,0.44,,,2.000,32.200000,2018,0.95 m Kepler Telescope,,,M2.5 V,4.82,-1.585,,0.090,[Fe/H],
K2-151,K2-151 b,Transit,1,3.83547600,69.62,3695.00,0.47,0.45,566,,1.490,17.360000,2018,0.95 m Kepler Telescope,,,M1.5 V,4.80,,6.7360,-0.190,[Fe/H],
K2-152,K2-152 b,Transit,1,32.64790000,108.79,4044.00,0.63,0.61,337,,2.290,58.800000,2018,0.95 m Kepler Telescope,,,M0.0 V,4.67,,,0.120,[Fe/H],
K2-153,K2-153 b,Transit,1,7.51574000,143.71,3845.00,0.55,0.53,497,,2.000,23.600000,2018,0.95 m Kepler Telescope,,,M3.0 V,4.73,,,-0.090,[Fe/H],
K2-154,K2-154 b,Transit,2,3.67626000,129.84,4097.00,0.65,0.63,715,,1.990,14.500000,2018,0.95 m Kepler Telescope,,,M0.0 V,4.65,,,0.210,[Fe/H],
K2-154,K2-154 c,Transit,2,7.95486000,129.84,4097.00,0.65,0.63,552,,2.070,24.900000,2018,0.95 m Kepler Telescope,,,M0.0 V,4.65,,,0.210,[Fe/H],
K2-155,K2-155 d,Transit,3,40.71800000,72.95,4258.00,0.65,0.58,381,,1.900,63.300000,2018,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/lp415-17_d/,,K7,4.60,,,-0.300,[Fe/H],
K2-155,K2-155 b,Transit,3,6.34200000,72.95,4258.00,0.65,0.58,708,,1.800,18.500000,2018,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/lp415-17_b/,,K7,4.60,,,-0.300,[Fe/H],
K2-155,K2-155 c,Transit,3,13.85000000,72.95,4258.00,0.65,0.58,583,,2.600,27.000000,2018,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/lp415-17_c/,,K7,4.60,,,-0.300,[Fe/H],
K2-156,K2-156 b,Transit,1,0.81314000,150.85,4597.00,0.66,0.66,1347,,1.150,4.100000,2018,0.95 m Kepler Telescope,,,,4.62,,,-0.250,[Fe/H],
K2-157,K2-157 b,Transit,1,0.36525700,300.88,5456.00,0.94,0.88,,,1.055,1.876041,2018,0.95 m Kepler Telescope,,,,4.55,,,0.130,[Fe/H],
K2-158,K2-158 b,Transit,2,10.06049000,198.40,5503.00,0.92,0.95,794,,2.640,19.100000,2018,0.95 m Kepler Telescope,,,,4.45,,,0.070,[Fe/H],
K2-158,K2-158 c,Transit,2,5.90279000,198.40,5503.00,0.92,0.95,948,,1.280,11.300000,2018,0.95 m Kepler Telescope,,,,4.45,,,0.070,[Fe/H],
K2-159,K2-159 b,Transit,1,12.42205000,171.83,5425.00,0.90,0.83,684,,2.260,27.900000,2018,0.95 m Kepler Telescope,,,,4.56,,,-0.070,[Fe/H],
K2-16,EPIC 201754305 d,Transit,3,2.71578000,338.19,,0.67,,,,1.030,,2019,0.95 m Kepler Telescope,,,K3 V,,,,,,
K2-16,K2-16 c,Transit,3,19.07863000,338.19,,0.67,,485,,2.540,22.800000,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-16_c/,,K3 V,,,,,,
K2-16,K2-16 b,Transit,3,7.61880000,338.19,,0.67,,658,,2.020,19.000000,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-16_b/,,K3 V,,,,,,
K2-160,K2-160 b,Transit,1,3.70587100,318.19,5649.00,0.98,0.91,,,3.178,14.684713,2018,0.95 m Kepler Telescope,,,,4.61,,,0.070,[Fe/H],
K2-161,K2-161 b,Transit,1,9.28318800,941.09,4972.00,0.99,2.57,,,6.117,10.790043,2018,0.95 m Kepler Telescope,,,,3.63,,,-0.030,[Fe/H],
K2-162,K2-162 b,Transit,1,9.45889000,124.88,4842.00,0.75,0.69,631,,1.440,23.600000,2018,0.95 m Kepler Telescope,,,,4.63,,,-0.170,[Fe/H],
K2-163,K2-163 b,Transit,1,6.67311700,209.67,4937.00,0.83,0.76,,,2.466,15.663288,2018,0.95 m Kepler Telescope,,,,4.71,,,0.140,[Fe/H],
K2-164,K2-164 b,Transit,1,17.35506600,379.64,5791.00,1.18,2.20,,,3.249,13.912102,2018,0.95 m Kepler Telescope,,,,3.81,,,-0.230,[Fe/H],
K2-165,K2-165 b,Transit,3,2.35499200,135.10,5185.00,0.83,0.80,,,1.274,9.208522,2018,0.95 m Kepler Telescope,,,,4.46,,,-0.050,[Fe/H],
K2-165,K2-165 c,Transit,3,4.38274500,135.10,5185.00,0.83,0.80,,,1.554,10.510761,2018,0.95 m Kepler Telescope,,,,4.46,,,-0.050,[Fe/H],
K2-165,K2-165 d,Transit,3,14.10136100,135.10,5185.00,0.83,0.80,,,2.648,27.729097,2018,0.95 m Kepler Telescope,,,,4.46,,,-0.050,[Fe/H],
K2-166,K2-166 b,Transit,2,8.52695000,483.38,,1.07,,1140,,2.190,11.100000,2018,0.95 m Kepler Telescope,,,,,,,,,
K2-166,EPIC 201615463 c,Transit,2,3.80464000,483.38,,1.07,,,,1.220,,2019,0.95 m Kepler Telescope,,,,,,,,,
K2-167,K2-167 b,Transit,1,9.97748100,81.08,5908.00,1.02,1.83,,,2.819,19.425698,2018,0.95 m Kepler Telescope,,,F7 V,3.88,,,-0.450,[Fe/H],
K2-168,K2-168 b,Transit,2,15.85230000,245.56,5502.70,0.88,0.83,766,,1.860,25.420000,2018,0.95 m Kepler Telescope,,,,,,,,,
K2-168,EPIC 205950854 c,Transit,2,8.05072200,245.56,5502.70,0.88,0.83,961,,1.310,16.180000,2019,0.95 m Kepler Telescope,,,,,,,,,
K2-169,K2-169 b,Transit,1,6.38080300,237.35,5548.00,0.99,0.92,,,1.273,13.592261,2018,0.95 m Kepler Telescope,,,,4.56,,,0.260,[Fe/H],
K2-17,K2-17 b,Transit,1,17.96753000,125.56,4320.00,0.71,0.66,487,,2.230,39.380000,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-17_b/,,K7,,,,0.150,[Fe/H],
K2-170,K2-170 b,Transit,2,7.57654400,397.26,5748.00,0.96,0.98,,,1.418,14.299758,2018,0.95 m Kepler Telescope,,,,4.34,,,-0.110,[Fe/H],
K2-170,K2-170 c,Transit,2,12.40004700,397.26,5748.00,0.96,0.98,,,1.802,20.900713,2018,0.95 m Kepler Telescope,,,,4.34,,,-0.110,[Fe/H],
K2-171,K2-171 b,Transit,1,5.62846600,616.41,5250.00,0.89,1.72,,,2.687,5.470213,2018,0.95 m Kepler Telescope,,,,3.95,,,-0.090,[Fe/H],
K2-172,K2-172 b,Transit,2,14.31694100,251.51,5569.00,0.93,0.87,,,1.666,25.147602,2018,0.95 m Kepler Telescope,,,,4.61,,,-0.060,[Fe/H],
K2-172,K2-172 c,Transit,2,29.62682000,251.51,5569.00,0.93,0.87,,,3.206,44.208935,2018,0.95 m Kepler Telescope,,,,4.61,,,-0.060,[Fe/H],
K2-173,K2-173 b,Transit,1,5.86869900,230.14,5580.00,0.88,0.84,,,1.608,12.982789,2018,0.95 m Kepler Telescope,,,,4.52,,,-0.250,[Fe/H],
K2-174,K2-174 b,Transit,1,19.56230700,100.22,4455.00,0.70,0.68,455,,2.600,26.600000,2018,0.95 m Kepler Telescope,,,,4.62,,3.2100,0.113,[Fe/H],
K2-175,K2-175 b,Transit,1,9.52598800,249.01,5909.00,1.09,1.42,,,2.038,11.060886,2018,0.95 m Kepler Telescope,,,,4.11,,,0.050,[Fe/H],
K2-176,K2-176 b,Transit,1,5.32943900,249.01,5428.00,0.94,0.86,,,1.491,13.810807,2018,0.95 m Kepler Telescope,,,,4.63,,,0.150,[Fe/H],
K2-177,K2-177 b,Transit,1,14.15518500,499.02,6063.00,1.21,1.21,,,2.116,10.638946,2018,0.95 m Kepler Telescope,,,,4.38,,,0.410,[Fe/H],
K2-178,K2-178 b,Transit,1,8.74781800,216.08,5525.00,0.95,0.89,,,3.558,18.513049,2018,0.95 m Kepler Telescope,,,,4.55,,,0.090,[Fe/H],
K2-179,K2-179 b,Transit,1,5.17219100,191.84,5015.00,0.82,0.77,,,2.513,20.135239,2018,0.95 m Kepler Telescope,,,,4.63,,,0.030,[Fe/H],
K2-18,K2-18 b,Transit,2,32.93962300,38.07,3457.00,0.36,0.41,284,8.92000,2.370,,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-18_b/,,M2.5 V,,,,0.120,[Fe/H],
K2-18,K2-18 c,Radial Velocity,2,8.96200000,38.07,3457.00,0.36,0.41,363,,,,2017,3.6 m ESO Telescope,http://exoplanet.eu/catalog/k2-18_c/,,M2.5 V,,,,0.120,[Fe/H],
K2-180,K2-180 b,Transit,1,8.86720900,205.09,5358.00,0.72,0.72,731,,2.310,24.120000,2018,0.95 m Kepler Telescope,,,,4.58,,3.3750,-0.540,[Fe/H],
K2-181,K2-181 b,Transit,1,6.89425600,364.64,5608.00,0.99,1.07,962,,2.840,18.790000,2018,0.95 m Kepler Telescope,,,,4.38,,2.6390,0.230,[Fe/H],
K2-182,K2-182 b,Transit,1,4.73683700,155.51,5165.00,0.88,0.80,885,,2.760,13.890000,2018,0.95 m Kepler Telescope,,,,4.58,,2.2560,0.090,[Fe/H],
K2-183,K2-183 d,Transit,3,22.63196400,332.14,5519.00,0.93,0.97,615,,2.860,44.410000,2018,0.95 m Kepler Telescope,,,,4.43,,,0.090,[Fe/H],
K2-183,K2-183 c,Transit,3,10.79263500,332.14,5519.00,0.93,0.97,787,,2.870,19.600000,2018,0.95 m Kepler Telescope,,,,4.43,,,0.090,[Fe/H],
K2-183,K2-183 b,Transit,3,0.46926900,332.14,5519.00,0.93,0.97,,,2.599,1.396227,2018,0.95 m Kepler Telescope,,,,4.43,,,0.090,[Fe/H],
K2-184,K2-184 b,Transit,1,16.99573100,75.75,5220.00,0.86,0.78,580,,1.550,47.370000,2018,0.95 m Kepler Telescope,,,,4.59,,6.9660,-0.070,[Fe/H],
K2-185,K2-185 b,Transit,1,10.61664600,270.41,5722.00,0.98,0.91,,,1.313,26.705693,2018,0.95 m Kepler Telescope,,,,4.58,,,-0.050,[Fe/H],
K2-186,K2-186 b,Transit,1,41.47421900,333.84,5784.00,1.02,0.98,,,3.172,48.939252,2018,0.95 m Kepler Telescope,,,,4.45,,,0.060,[Fe/H],
K2-187,K2-187 e,Transit,4,13.60987800,334.01,5484.00,0.98,0.92,698,,2.380,23.940000,2018,0.95 m Kepler Telescope,,,,4.50,,,0.230,[Fe/H],
K2-187,K2-187 b,Transit,4,0.77392000,334.01,5484.00,0.98,0.92,1815,,1.300,4.130000,2018,0.95 m Kepler Telescope,,,,4.50,,,0.230,[Fe/H],
K2-187,K2-187 c,Transit,4,2.87204200,334.01,5484.00,0.98,0.92,1173,,1.800,8.080000,2018,0.95 m Kepler Telescope,,,,4.50,,,0.230,[Fe/H],
K2-187,K2-187 d,Transit,4,7.14921000,334.01,5484.00,0.98,0.92,865,,3.170,18.160000,2018,0.95 m Kepler Telescope,,,,4.50,,,0.230,[Fe/H],
K2-188,K2-188 c,Transit,2,7.81025300,452.54,5977.00,1.06,1.19,1026,,2.830,15.560000,2018,0.95 m Kepler Telescope,,,,4.31,,,-0.010,[Fe/H],
K2-188,K2-188 b,Transit,2,1.74216900,452.54,5977.00,1.06,1.19,1692,,1.350,4.670000,2018,0.95 m Kepler Telescope,,,,4.31,,,-0.010,[Fe/H],
K2-189,K2-189 c,Transit,2,6.67919500,243.80,5519.00,0.94,0.87,872,,2.500,18.170000,2018,0.95 m Kepler Telescope,,,,4.53,,,0.000,[Fe/H],
K2-189,K2-189 b,Transit,2,2.58830900,243.80,5519.00,0.94,0.87,1197,,1.520,7.950000,2018,0.95 m Kepler Telescope,,,,4.53,,,0.000,[Fe/H],
K2-19,K2-19 c,Transit,3,11.90715000,292.14,5430.00,0.93,0.86,745,,4.860,18.100000,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-19_c/,,G9 V,4.63,,,0.100,[Fe/H],
K2-19,K2-19 b,Transit,3,7.91940000,292.14,5430.00,0.93,0.86,854,,7.740,18.500000,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-19_b/,,G9 V,4.63,,,0.100,[Fe/H],
K2-19,K2-19 d,Transit,3,2.50856000,292.14,5430.00,0.93,0.86,1252,,1.140,7.831000,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-19_d/,,G9 V,4.63,,,0.100,[Fe/H],
K2-190,K2-190 c,Transit,2,21.57402300,161.42,5631.00,0.90,0.91,,,1.093,27.966545,2018,0.95 m Kepler Telescope,,,,4.38,,,-0.190,[Fe/H],
K2-190,K2-190 b,Transit,2,10.09885800,161.42,5631.00,0.90,0.91,,,1.357,17.225461,2018,0.95 m Kepler Telescope,,,,4.38,,,-0.190,[Fe/H],
K2-191,K2-191 b,Transit,1,2.85864600,289.57,5176.00,0.90,0.84,,,1.579,8.602679,2018,0.95 m Kepler Telescope,,,,4.57,,,0.310,[Fe/H],
K2-192,K2-192 b,Transit,1,4.16281700,223.16,5222.00,0.90,0.81,939,,1.520,17.640000,2018,0.95 m Kepler Telescope,,,,4.57,,5.9750,0.150,[Fe/H],
K2-193,K2-193 b,Transit,1,14.78688900,416.86,5817.00,1.01,0.98,739,,3.950,26.080000,2018,0.95 m Kepler Telescope,,,,4.46,,1.5320,0.000,[Fe/H],
K2-194,K2-194 b,Transit,1,39.72138600,640.65,5979.00,1.11,1.28,,,3.642,30.988860,2018,0.95 m Kepler Telescope,,,,4.21,,,0.100,[Fe/H],
K2-195,K2-195 b,Transit,2,15.85297500,317.84,5713.00,0.94,0.99,720,,3.130,24.330000,2018,0.95 m Kepler Telescope,,,,4.42,,1.0900,-0.100,[Fe/H],
K2-195,K2-195 c,Transit,2,28.48278600,317.84,5713.00,0.94,0.99,,,2.576,27.673288,2018,0.95 m Kepler Telescope,,,,4.42,,1.0900,-0.100,[Fe/H],
K2-196,K2-196 b,Transit,1,48.32422200,594.09,6045.00,1.16,1.54,,,3.600,23.462939,2018,0.95 m Kepler Telescope,,,,4.08,,,0.010,[Fe/H],
K2-197,K2-197 b,Transit,1,8.35788100,249.39,5667.00,1.00,0.93,848,,2.560,16.290000,2018,0.95 m Kepler Telescope,,,,4.50,,1.1600,0.080,[Fe/H],
K2-198,K2-198 b,Transit,3,17.04286830,110.91,5212.90,0.80,0.76,716,,4.189,25.860000,2018,0.95 m Kepler Telescope,,,,,,,,,
K2-198,K2-198 c,Transit,3,3.35960550,110.91,5212.90,0.80,0.76,1230,,1.423,8.760000,2019,0.95 m Kepler Telescope,,,,,,,,,
K2-198,K2-198 d,Transit,3,7.45001770,110.91,5212.90,0.80,0.76,943,,2.438,14.900000,2019,0.95 m Kepler Telescope,,,,,,,,,
K2-199,K2-199 b,Transit,2,3.22533800,107.85,4648.00,0.73,0.68,861,,1.870,10.830000,2018,0.95 m Kepler Telescope,,,,4.64,,,-0.110,[Fe/H],
K2-199,K2-199 c,Transit,2,7.37469400,107.85,4648.00,0.73,0.68,653,,2.780,22.200000,2018,0.95 m Kepler Telescope,,,,4.64,,,-0.110,[Fe/H],
K2-200,K2-200 b,Transit,1,2.84988300,185.09,5233.00,0.86,0.79,,,1.364,13.198523,2018,0.95 m Kepler Telescope,,,,4.71,,,-0.040,[Fe/H],
K2-201,K2-201 b,Transit,2,1.05979000,199.05,5507.00,0.96,0.88,,,1.400,4.652897,2018,0.95 m Kepler Telescope,,,,4.68,,,0.130,[Fe/H],
K2-201,K2-201 c,Transit,2,22.77987800,199.05,5507.00,0.96,0.88,,,3.286,40.683505,2018,0.95 m Kepler Telescope,,,,4.68,,,0.130,[Fe/H],
K2-202,K2-202 b,Transit,1,3.40516400,302.99,5491.00,0.97,0.91,,,2.302,11.942004,2018,0.95 m Kepler Telescope,,,,4.55,,,0.270,[Fe/H],
K2-203,K2-203 b,Transit,1,9.69510100,166.93,5000.00,0.79,0.76,,,1.371,19.031555,2018,0.95 m Kepler Telescope,,,,4.43,,,-0.070,[Fe/H],
K2-204,K2-204 b,Transit,1,7.05578400,586.87,5755.00,1.01,1.18,,,3.046,11.042580,2018,0.95 m Kepler Telescope,,,,4.23,,,0.070,[Fe/H],
K2-205,K2-205 b,Transit,1,26.67226300,409.95,5890.00,0.95,1.08,,,1.996,31.035514,2018,0.95 m Kepler Telescope,,,,4.25,,,-0.260,[Fe/H],
K2-206,K2-206 b,Transit,1,18.29454900,246.14,5043.00,0.79,0.76,,,2.795,28.284030,2018,0.95 m Kepler Telescope,,,,4.46,,,-0.140,[Fe/H],
K2-207,K2-207 b,Transit,1,12.48749000,366.84,5522.00,0.94,0.93,,,2.606,21.180496,2018,0.95 m Kepler Telescope,,,,4.41,,,0.110,[Fe/H],
K2-208,K2-208 b,Transit,1,4.19094800,258.76,5582.00,0.93,0.86,,,1.679,14.156898,2018,0.95 m Kepler Telescope,,,,4.62,,,-0.110,[Fe/H],
K2-209,K2-209 b,Transit,1,2.08061500,76.67,4720.00,0.74,0.71,,,0.869,8.501853,2018,0.95 m Kepler Telescope,,,,4.46,,,-0.060,[Fe/H],
K2-21,K2-21 b,Transit,2,9.32503800,83.85,4222.06,0.68,0.65,,,1.840,25.370000,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic-206011691_b/,,M0.0,,,,,,
K2-21,K2-21 c,Transit,2,15.50192000,83.85,4222.06,0.68,0.65,,,2.490,35.500000,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic-206011691_c/,,M0.0,,,,,,
K2-210,K2-210 b,Transit,1,0.57023300,177.39,5396.00,0.91,0.85,,,0.819,4.320710,2018,0.95 m Kepler Telescope,,,,4.55,,,0.050,[Fe/H],
K2-211,K2-211 b,Transit,1,0.66955800,274.39,5221.00,0.88,0.82,,,1.375,3.414080,2018,0.95 m Kepler Telescope,,,,4.60,,,0.110,[Fe/H],
K2-212,K2-212 b,Transit,1,9.79551000,109.55,4272.00,0.67,0.65,542,,2.520,28.260000,2018,0.95 m Kepler Telescope,,,,4.64,,4.4450,0.030,[Fe/H],
K2-213,K2-213 b,Transit,1,8.13087000,394.05,5794.00,1.07,1.20,,,1.514,13.249090,2018,0.95 m Kepler Telescope,,,,4.25,,,0.250,[Fe/H],
K2-214,K2-214 b,Transit,1,8.59680200,303.22,5854.00,1.05,1.27,1006,,2.430,16.180000,2018,0.95 m Kepler Telescope,,,,4.25,,1.0800,0.050,[Fe/H],
K2-215,K2-215 b,Transit,1,8.26964800,408.67,5704.00,1.00,0.97,,,2.124,28.084531,2018,0.95 m Kepler Telescope,,,,4.41,,,0.110,[Fe/H],
K2-216,K2-216 b,Transit,1,2.17480000,115.84,4503.00,0.70,0.72,1103,8.00000,1.750,8.300000,2018,0.95 m Kepler Telescope,,,K5 V,4.57,-0.721,2.3000,0.000,[Fe/H],
K2-217,K2-217 b,Transit,1,14.07452400,386.01,5967.00,1.10,1.33,,,3.579,16.108984,2018,0.95 m Kepler Telescope,,,,4.17,,,0.040,[Fe/H],
K2-218,K2-218 b,Transit,1,8.67988500,398.41,5757.00,1.05,1.01,,,2.569,16.021068,2018,0.95 m Kepler Telescope,,,,4.45,,,0.250,[Fe/H],
K2-219,K2-219 c,Transit,3,6.66767000,328.42,5753.00,1.02,1.19,,,1.438,10.347938,2018,0.95 m Kepler Telescope,,,,4.23,,,0.130,[Fe/H],
K2-219,K2-219 d,Transit,3,11.13727800,328.42,5753.00,1.02,1.19,,,2.576,15.766969,2018,0.95 m Kepler Telescope,,,,4.23,,,0.130,[Fe/H],
K2-219,K2-219 b,Transit,3,3.90128700,328.42,5753.00,1.02,1.19,,,1.348,9.031985,2018,0.95 m Kepler Telescope,,,,4.23,,,0.130,[Fe/H],
K2-22,K2-22 b,Transit,1,0.38107800,245.53,3830.00,0.60,0.57,2100,444.96200,2.500,3.300000,2015,0.95 m Kepler Telescope,,,M0 V,4.65,,,0.030,[Fe/H],
K2-220,K2-220 b,Transit,1,13.68325600,235.06,5660.00,0.96,1.02,758,,2.390,31.180000,2018,0.95 m Kepler Telescope,,,,4.40,,3.0610,0.040,[Fe/H],
K2-221,K2-221 b,Transit,1,2.39909400,321.63,5716.00,1.01,0.95,,,1.679,6.506267,2018,0.95 m Kepler Telescope,,,,4.57,,,0.130,[Fe/H],
K2-222,K2-222 b,Transit,1,15.38706300,101.61,6058.00,1.00,1.09,801,,2.390,25.070000,2018,0.95 m Kepler Telescope,,,,4.37,,1.2500,-0.210,[Fe/H],
K2-223,K2-223 b,Transit,2,0.50565000,199.70,5835.00,1.06,0.99,2271,,0.890,3.900000,2018,0.95 m Kepler Telescope,,,,4.48,,,0.120,[Fe/H],
K2-223,K2-223 c,Transit,2,4.56327000,199.70,5835.00,1.06,0.99,1091,,1.570,11.000000,2018,0.95 m Kepler Telescope,,,,4.48,,,0.120,[Fe/H],
K2-224,K2-224 c,Transit,2,10.09489000,277.42,5620.00,0.91,0.84,764,,2.410,20.300000,2018,0.95 m Kepler Telescope,,,,4.55,,,-0.190,[Fe/H],
K2-224,K2-224 b,Transit,2,4.47904000,277.42,5620.00,0.91,0.84,1002,,1.560,13.200000,2018,0.95 m Kepler Telescope,,,,4.55,,,-0.190,[Fe/H],
K2-225,K2-225 b,Transit,1,15.87209000,361.41,5742.00,1.27,1.70,902,,3.490,17.800000,2018,0.95 m Kepler Telescope,,,,4.08,,,0.380,[Fe/H],
K2-226,K2-226 b,Transit,1,3.27108000,212.49,5424.00,0.88,0.91,1120,,1.540,9.700000,2018,0.95 m Kepler Telescope,,,,4.47,,,-0.030,[Fe/H],
K2-227,K2-227 b,Transit,1,13.62183200,188.22,5673.00,0.95,0.89,,,1.666,21.261583,2018,0.95 m Kepler Telescope,,,,4.58,,,-0.100,[Fe/H],
K2-228,K2-228 b,Transit,1,2.69828000,129.74,4715.00,0.71,0.65,914,,1.210,12.200000,2018,0.95 m Kepler Telescope,,,,4.66,,,-0.250,[Fe/H],
K2-229,K2-229 b,Transit,2,0.58426000,102.85,5315.00,0.87,0.79,1818,,1.140,3.400000,2018,0.95 m Kepler Telescope,,,G9,4.59,,,-0.090,[Fe/H],
K2-229,K2-229 c,Transit,2,8.32727000,102.85,5315.00,0.87,0.79,750,,2.030,24.900000,2018,0.95 m Kepler Telescope,,,G9,4.59,,,-0.090,[Fe/H],
K2-230,K2-230 b,Transit,1,2.86041000,549.02,5945.00,1.11,1.39,1529,,1.960,7.300000,2018,0.95 m Kepler Telescope,,,,4.20,,,0.100,[Fe/H],
K2-231,K2-231 b,Transit,1,13.84190100,324.14,5695.00,1.01,0.95,,,2.500,27.000000,2018,0.95 m Kepler Telescope,,,,4.48,,,0.140,[Fe/H],3.000
K2-232,K2-232 b,Transit,1,11.16845400,131.21,6154.00,1.19,1.16,1030,126.49634,11.209,19.250000,2018,0.95 m Kepler Telescope,,,,4.38,0.238,,0.100,[Fe/H],1.430
K2-233,K2-233 b,Transit,3,2.46746000,67.64,4950.00,0.80,0.74,1040,,1.398,9.490000,2018,0.95 m Kepler Telescope,,,K3,4.71,-0.523,,0.070,[Fe/H],0.360
K2-233,K2-233 c,Transit,3,7.06142000,67.64,4950.00,0.80,0.74,728,,1.335,19.340000,2018,0.95 m Kepler Telescope,,,K3,4.71,-0.523,,0.070,[Fe/H],0.360
K2-233,K2-233 d,Transit,3,24.36620000,67.64,4950.00,0.80,0.74,482,,2.640,44.200000,2018,0.95 m Kepler Telescope,,,K3,4.71,-0.523,,0.070,[Fe/H],0.360
K2-237,K2-237 b,Transit,1,2.18055770,317.60,6099.00,1.23,1.38,1838,392.83788,18.405,5.503000,2018,20 cm Telescope,,,F9 V,4.27,,0.6630,0.000,[Fe/H],
K2-238,K2-238 b,Transit,1,3.20466000,6779.46,5630.00,1.19,1.59,1587,273.33380,14.572,6.270000,2018,20 cm Telescope,,,G2 V,4.11,,0.0775,0.340,[Fe/H],5.630
K2-239,K2-239 c,Transit,3,7.77500000,31.11,3420.00,0.40,0.36,427,,1.000,34.000000,2018,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic_248545986_c/,,M3.0 V,4.90,-1.796,,-0.100,[Fe/H],
K2-239,K2-239 b,Transit,3,5.24000000,31.11,3420.00,0.40,0.36,502,,1.100,24.600000,2018,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic_248545986_b/,,M3.0 V,4.90,-1.796,,-0.100,[Fe/H],
K2-239,K2-239 d,Transit,3,10.11500000,31.11,3420.00,0.40,0.36,399,,1.100,38.800000,2018,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic_248545986_d/,,M3.0 V,4.90,-1.796,,-0.100,[Fe/H],
K2-24,K2-24 b,Transit,2,20.88977000,171.39,5625.00,1.07,1.16,,19.00000,5.400,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-24_b/,,G9 V,4.29,,,0.340,[Fe/H],
K2-24,K2-24 c,Transit,2,42.33910000,171.39,5625.00,1.07,1.16,,15.40000,7.500,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/k2-24_c/,,G9 V,4.29,,,0.340,[Fe/H],
K2-240,K2-240 c,Transit,2,20.52300000,73.06,3810.00,0.58,0.54,389,,1.800,48.000000,2018,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic_249801827_c/,,M0.5 V,4.70,-1.276,,-0.100,[Fe/H],
K2-240,K2-240 b,Transit,2,6.03400000,73.06,3810.00,0.58,0.54,586,,2.000,21.100000,2018,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/epic_249801827_b/,,M0.5 V,4.70,-1.276,,-0.100,[Fe/H],
K2-241,K2-241 b,Transit,1,26.81990000,150.10,5262.00,0.71,0.75,507,,2.550,43.300000,2018,0.95 m Kepler Telescope,,,,4.54,,,-0.440,[Fe/H],
K2-242,K2-242 b,Transit,1,6.51389000,109.58,3459.00,0.38,0.37,416,,2.540,22.100000,2018,0.95 m Kepler Telescope,,,,4.89,,,-0.010,[Fe/H],
K2-243,K2-243 b,Transit,2,11.54182000,268.88,6570.00,1.29,1.39,1035,,2.170,21.200000,2018,0.95 m Kepler Telescope,,,,4.26,,,-0.030,[Fe/H],
