pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,gaia_dist,st_teff,st_mass,st_rad,pl_eqt,pl_masse,pl_rade,pl_ratdor,pl_disc,pl_telescope,pl_pelink,pl_edelink,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age
GJ 687,GJ 687 b,Radial Velocity,1,38.14,4.55,3340,0.45,0.43,,,,,2014,2.4 m Automated Planet Finder Telescope,http://exoplanet.eu/catalog/gj_687_b/,,M3 V,4.82,,,0.15,[Fe/H],
GJ 832,GJ 832 b,Radial Velocity,2,3657,4.97,3472,0.45,,,,,,2008,3.9 m Anglo-Australian Telescope,http://exoplanet.eu/catalog/gj_832_b/,http://exoplanets.org/detail/GJ_832_b,M1.5,4.7,-1.585,,-0.3,[Fe/H],
GJ 832,GJ 832 c,Radial Velocity,2,35.68,4.97,3472,0.45,,,,,,2014,Multiple Telescopes,http://exoplanet.eu/catalog/gj_832_c/,,M1.5,4.7,-1.585,,-0.3,[Fe/H],
GJ 849,GJ 849 b,Radial Velocity,1,1882,8.8,3241,0.65,0.53,,,,,2006,10 m Keck I Telescope,http://exoplanet.eu/catalog/gj_849_b/,http://exoplanets.org/detail/GJ_849_b,M3 V,4.8,,,0.24,[Fe/H],
GJ 86,GJ 86 b,Radial Velocity,1,15.76491,10.79,5182,0.93,0.77,,,,,1999,1.2 m Leonhard Euler Telescope,http://exoplanet.eu/catalog/gj_86_b/,http://exoplanets.org/detail/GJ_86_b,K1 V,4.63,,,-0.22,[Fe/H],
GJ 876,GJ 876 b,Radial Velocity,4,61.1166,4.68,,0.32,0.3,,723.2235,,,1998,Multiple Telescopes,http://exoplanet.eu/catalog/gj_876_b/,http://exoplanets.org/detail/GJ_876_b,M4,,-1.907,,,,1
GJ 876,GJ 876 c,Radial Velocity,4,30.0881,4.68,,0.32,0.3,,226.9846,,,2000,Multiple Telescopes,http://exoplanet.eu/catalog/gj_876_c/,http://exoplanets.org/detail/GJ_876_c,M4,,-1.907,,,,1
GJ 876,GJ 876 d,Radial Velocity,4,1.93778,4.68,,0.32,0.3,,6.83,,,2005,10 m Keck I Telescope,http://exoplanet.eu/catalog/gj_876_d/,http://exoplanets.org/detail/GJ_876_d,M4,,-1.907,,,,1
GJ 876,GJ 876 e,Radial Velocity,4,124.26,4.68,,0.32,0.3,,14.6,,,2010,10 m Keck I Telescope,http://exoplanet.eu/catalog/gj_876_e/,http://exoplanets.org/detail/GJ_876_e,M4,,-1.907,,,,1
GJ 96,GJ 96 b,Radial Velocity,1,73.94,11.94,3785,0.6,,,,,,2018,1.93 m Telescope,http://exoplanet.eu/catalog/gj_96_b/,,M2,,-1.052,,0.14,[Fe/H],
GJ 9827,GJ 9827 b,Transit,3,1.2089819,29.69,4340,0.61,0.6,,4.91,1.577,6.719,2017,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/gj_9827_b/,,K5 V,4.66,,,-0.26,[m/H],10
GJ 9827,GJ 9827 c,Transit,3,3.6480957,29.69,4340,0.61,0.6,,0.84,1.241,14.035,2017,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/gj_9827_c/,,K5 V,4.66,,,-0.26,[m/H],10
GJ 9827,GJ 9827 d,Transit,3,6.2014698,29.69,4340,0.61,0.6,,4.04,2.022,20.003,2017,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/gj_9827_d/,,K5 V,4.66,,,-0.26,[m/H],10
GQ Lup,GQ Lup b,Imaging,1,,151.82,,0.7,,2650,6356,33.6,,2004,8.2 m ESO VLT UT4 Yepun Telescope,http://exoplanet.eu/catalog/gq_lup_b/,,K7e V,,,,,,0.001
GSC 06214-00210,GSC 06214-00210 b,Imaging,1,,108.84,4200,0.9,,2300,5000,,,2010,5.1 m Hale Telescope,http://exoplanet.eu/catalog/gsc_6214-210_b/,,K7,,-0.42,,,,0.005
GU Psc,GU Psc b,Imaging,1,,47.61,,0.33,,1050,3591.3,14.179,,2014,8.19 m Gemini South Telescope,http://exoplanet.eu/catalog/gu_psc_b/,,M3,,,,0.1,[Fe/H],0.1
Gl 378,Gl 378 b,Radial Velocity,1,3.822,14.96,3879,0.56,0.56,830,,,,2019,1.93 m Telescope,,,M1,,-1.222,,0.06,[Fe/H],
Gl 49,Gl 49 b,Radial Velocity,1,13.8508,9.86,3805,0.52,0.51,,,,,2019,Multiple Telescopes,http://exoplanet.eu/catalog/gliese_49_b/,,M1.5 V,4.69,-1.306,,0.13,[Fe/H],
Gl 686,Gl 686 b,Radial Velocity,1,15.5314,8.16,3663,0.42,0.42,,,,,2018,3.58 m Telescopio Nazionale Galileo,http://exoplanet.eu/catalog/gl_686_b/,,M1,4.83,-1.553,,-0.3,[Fe/H],
HAT-P-1,HAT-P-1 b,Transit,1,4.46529976,159.71,5980,1.15,1.17,1322,166.86075,14.785,9.853,2006,Canon 200mm f/1.8L,http://exoplanet.eu/catalog/hat-p-1_b/,http://exoplanets.org/detail/HAT-P-1_b,G0 V,4.36,,0.908,0.13,[Fe/H],
HAT-P-11,HAT-P-11 b,Transit,2,4.88780244,37.81,4780,0.81,0.68,,,4.36,,2008,Canon 200mm f/1.8L,http://exoplanet.eu/catalog/hat-p-11_b/,http://exoplanets.org/detail/HAT-P-11_b,K4,,,,0.31,[Fe/H],6.5
HAT-P-11,HAT-P-11 c,Radial Velocity,2,3407,37.81,4780,0.81,0.68,,,,,2018,10 m Keck I Telescope,http://exoplanet.eu/catalog/hat-p-11_c/,,K4,,,,0.31,[Fe/H],6.5
HAT-P-12,HAT-P-12 b,Transit,1,3.2130598,143.34,4650,0.73,0.7,963,67.059,10.749,11.77,2009,Canon 200mm f/1.8L,http://exoplanet.eu/catalog/hat-p-12_b/,http://exoplanets.org/detail/HAT-P-12_b,K4,4.61,-0.678,,-0.29,[Fe/H],2.5
HAT-P-13,HAT-P-13 b,Transit,2,2.91625,248.56,5653,1.22,1.56,,270.462,14.258,5.8928,2009,Canon 200mm f/1.8L,http://exoplanet.eu/catalog/hat-p-13_b/,http://exoplanets.org/detail/HAT-P-13_b,G4,4.13,0.346,,0.41,[Fe/H],5
HAT-P-13,HAT-P-13 c,Radial Velocity,2,446.27,248.56,5653,1.22,1.56,,,,,2009,10 m Keck I Telescope,http://exoplanet.eu/catalog/hat-p-13_c/,http://exoplanets.org/detail/HAT-P-13_c,G4,4.13,0.346,,0.41,[Fe/H],5
HAT-P-14,HAT-P-14 b,Transit,1,4.62767,224.1,6600,2.65,1.82,,1093.3352,15.917,8.9,2010,Canon 200mm f/1.8L,http://exoplanet.eu/catalog/hat-p-14_b/,http://exoplanets.org/detail/HAT-P-14_b,F,4.25,,0.62,0.11,[Fe/H],
HAT-P-15,HAT-P-15 b,Transit,1,10.8635,193.56,5568,1,1.07,,616.5902,11.882,19.25,2010,Canon 200mm f/1.8L,http://exoplanet.eu/catalog/hat-p-15_b/,http://exoplanets.org/detail/HAT-P-15_b,G5,4.38,,1.14,0.22,[Fe/H],
HAT-P-16,HAT-P-16 b,Transit,1,2.77596,228,6158,1.22,1.24,1626,1332.605,14.448,7.17,2010,Canon 200mm f/1.8L,http://exoplanet.eu/catalog/hat-p-16_b/,http://exoplanets.org/detail/HAT-P-16_b,F8,4.34,0.294,,0.17,[Fe/H],2
HAT-P-17,HAT-P-17 b,Transit,2,10.33852,92.63,5246,0.99,0.87,,184.3414,11.769,22.72,2010,Canon 200mm f/1.8L,http://exoplanet.eu/catalog/hat-p-17_b/,http://exoplanets.org/detail/HAT-P-17_b,K,4.53,,2.08,0,[Fe/H],
HAT-P-17,HAT-P-17 c,Radial Velocity,2,5584,92.63,5246,0.99,0.87,,,,,2010,10 m Keck I Telescope,http://exoplanet.eu/catalog/hat-p-17_c/,,K,4.53,,2.08,0,[Fe/H],
HAT-P-18,HAT-P-18 b,Transit,1,5.508023,162.16,4803,0.77,0.75,852,62.61,11.153,16.04,2010,Canon 200mm f/1.8L,http://exoplanet.eu/catalog/hat-p-18_b/,http://exoplanets.org/detail/HAT-P-18_b,K2,4.57,-0.569,,0.1,[Fe/H],12.4
HAT-P-19,HAT-P-19 b,Transit,1,4.008778,203.25,4990,0.84,0.82,1010,92.802,12.689,12.24,2010,Canon 200mm f/1.8L,http://exoplanet.eu/catalog/hat-p-19_b/,http://exoplanets.org/detail/HAT-P-19_b,K1,4.54,-0.432,,0.23,[Fe/H],8.8
HAT-P-2,HAT-P-2 b,Transit,1,5.6335158,128.25,6380,1.33,1.39,,,,,2007,Canon 200mm f/1.8L,http://exoplanet.eu/catalog/hat-p-2_b/,http://exoplanets.org/detail/HAT-P-2_b,F8,,0.53,,0.18,[Fe/H],1.44
HAT-P-20,HAT-P-20 b,Transit,1,2.875317,71.18,4595,0.76,0.69,970,2302.899,9.718,11.17,2010,Canon 200mm f/1.8L,http://exoplanet.eu/catalog/hat-p-20_b/,http://exoplanets.org/detail/HAT-P-20_b,K3,4.63,-0.721,,0.35,[Fe/H],6.7
HAT-P-21,HAT-P-21 b,Transit,1,4.12448,279.48,5588,1.24,1.21,,1547.8321,12.442,9.65,2010,Canon 200mm f/1.8L,http://exoplanet.eu/catalog/hat-p-21_b/,http://exoplanets.org/detail/HAT-P-21_b,G3,4.33,,1,0.01,[Fe/H],
HAT-P-22,HAT-P-22 b,Transit,1,3.21222,81.96,5302,1.13,1.11,,785.0401,12.89,8.58,2010,Canon 200mm f/1.8L,http://exoplanet.eu/catalog/hat-p-22_b/,http://exoplanets.org/detail/HAT-P-22_b,G5,4.36,,1.16,0.24,[Fe/H],
HAT-P-23,HAT-P-23 b,Transit,1,1.21288,368.61,5905,0.58,0.96,,425.8922,12.218,4.16,2010,Canon 200mm f/1.8L,http://exoplanet.eu/catalog/hat-p-23_b/,http://exoplanets.org/detail/HAT-P-23_b,G0,4.33,,0.92,0.15,[Fe/H],
